index:ID,class,definition,description,:LABEL
20170,java.awt.geom.Arc2D.Double,"public static class Arc2D.Double
extends Arc2D
implements Serializable","
An Area object stores and manipulates a
 resolution-independent description of an enclosed area of
 2-dimensional space.
",Class
20171,java.awt.geom.Area,"public class Area
extends Object
implements Shape, Cloneable","
A cubic parametric curve segment specified with
 double coordinates.
",Class
20172,java.awt.geom.CubicCurve2D.Double,"public static class CubicCurve2D.Double
extends CubicCurve2D
implements Serializable","
The Dimension2D class is to encapsulate a width
 and a height dimension.
",Class
20173,java.awt.geom.Dimension2D,"public abstract class Dimension2D
extends Object
implements Cloneable","
The Double class defines an ellipse specified
 in double precision.
",Class
20174,java.awt.geom.Ellipse2D.Double,"public static class Ellipse2D.Double
extends Ellipse2D
implements Serializable","
The FlatteningPathIterator class returns a flattened view of
 another PathIterator object.
",Class
20175,java.awt.geom.FlatteningPathIterator,"public class FlatteningPathIterator
extends Object
implements PathIterator","
This Line2D represents a line segment in (x,y)
 coordinate space.
",Class
20176,java.awt.geom.Line2D,"public abstract class Line2D
extends Object
implements Shape, Cloneable","
A line segment specified with float coordinates.
",Class
20177,java.awt.geom.Line2D.Float,"public static class Line2D.Float
extends Line2D
implements Serializable","
The Double class defines a geometric path with
 coordinates stored in double precision floating point.
",Class
20178,java.awt.geom.Path2D.Double,"public static class Path2D.Double
extends Path2D
implements Serializable","
The Point2D class defines a point representing a location
 in (x,y) coordinate space.
",Class
20179,java.awt.geom.Point2D,"public abstract class Point2D
extends Object
implements Cloneable","
The Float class defines a point specified in float
 precision.
",Class
20180,java.awt.geom.Point2D.Float,"public static class Point2D.Float
extends Point2D
implements Serializable","
A quadratic parametric curve segment specified with
 double coordinates.
",Class
20181,java.awt.geom.QuadCurve2D.Double,"public static class QuadCurve2D.Double
extends QuadCurve2D
implements Serializable","
The Rectangle2D class describes a rectangle
 defined by a location (x,y) and dimension
 (w x h).
",Class
20182,java.awt.geom.Rectangle2D,"public abstract class Rectangle2D
extends RectangularShape","
The Float class defines a rectangle specified in float
 coordinates.
",Class
20183,java.awt.geom.Rectangle2D.Float,"public static class Rectangle2D.Float
extends Rectangle2D
implements Serializable","
The RoundRectangle2D class defines a rectangle with
 rounded corners defined by a location (x,y), a
 dimension (w x h), and the width and height of an arc
 with which to round the corners.
",Class
20184,java.awt.geom.RoundRectangle2D,"public abstract class RoundRectangle2D
extends RectangularShape","
The Float class defines a rectangle with rounded
 corners all specified in float coordinates.
",Class
20185,java.awt.geom.RoundRectangle2D.Float,"public static class RoundRectangle2D.Float
extends RoundRectangle2D
implements Serializable","
Arc2D is the abstract superclass for all objects that
 store a 2D arc defined by a framing rectangle,
 start angle, angular extent (length of the arc), and a closure type
 (OPEN, CHORD, or PIE).
",Class
20186,java.awt.geom.Arc2D,"public abstract class Arc2D
extends RectangularShape","
This class defines an arc specified in float precision.
",Class
20187,java.awt.geom.Arc2D.Float,"public static class Arc2D.Float
extends Arc2D
implements Serializable","
The CubicCurve2D class defines a cubic parametric curve
 segment in (x,y) coordinate space.
",Class
20188,java.awt.geom.CubicCurve2D,"public abstract class CubicCurve2D
extends Object
implements Shape, Cloneable","
A cubic parametric curve segment specified with
 float coordinates.
",Class
20189,java.awt.geom.CubicCurve2D.Float,"public static class CubicCurve2D.Float
extends CubicCurve2D
implements Serializable","
The Ellipse2D class describes an ellipse that is defined
 by a framing rectangle.
",Class
20190,java.awt.geom.Ellipse2D,"public abstract class Ellipse2D
extends RectangularShape","
The Float class defines an ellipse specified
 in float precision.
",Class
20191,java.awt.geom.Ellipse2D.Float,"public static class Ellipse2D.Float
extends Ellipse2D
implements Serializable","
The GeneralPath class represents a geometric path
 constructed from straight lines, and quadratic and cubic
 (Bézier) curves.
",Class
20192,java.awt.geom.GeneralPath,"public final class GeneralPath
extends Path2D.Float","
A line segment specified with double coordinates.
",Class
20193,java.awt.geom.Line2D.Double,"public static class Line2D.Double
extends Line2D
implements Serializable","
The Path2D class provides a simple, yet flexible
 shape which represents an arbitrary geometric path.
",Class
20194,java.awt.geom.Path2D,"public abstract class Path2D
extends Object
implements Shape, Cloneable","
The Float class defines a geometric path with
 coordinates stored in single precision floating point.
",Class
20195,java.awt.geom.Path2D.Float,"public static class Path2D.Float
extends Path2D
implements Serializable","
The Double class defines a point specified in
 double precision.
",Class
20196,java.awt.geom.Point2D.Double,"public static class Point2D.Double
extends Point2D
implements Serializable","
The QuadCurve2D class defines a quadratic parametric curve
 segment in (x,y) coordinate space.
",Class
20197,java.awt.geom.QuadCurve2D,"public abstract class QuadCurve2D
extends Object
implements Shape, Cloneable","
A quadratic parametric curve segment specified with
 float coordinates.
",Class
20198,java.awt.geom.QuadCurve2D.Float,"public static class QuadCurve2D.Float
extends QuadCurve2D
implements Serializable","
The Double class defines a rectangle specified in
 double coordinates.
",Class
20199,java.awt.geom.Rectangle2D.Double,"public static class Rectangle2D.Double
extends Rectangle2D
implements Serializable","
RectangularShape is the base class for a number of
 Shape objects whose geometry is defined by a rectangular frame.
",Class
20200,java.awt.geom.RectangularShape,"public abstract class RectangularShape
extends Object
implements Shape, Cloneable","
The Double class defines a rectangle with rounded
 corners all specified in double coordinates.
",Class
20201,java.awt.geom.RoundRectangle2D.Double,"public static class RoundRectangle2D.Double
extends RoundRectangle2D
implements Serializable","
Provides methods to control text input facilities such as input
 methods and keyboard layouts.
",Class
20202,java.awt.im.InputContext,"public class InputContext
extends Object","
Defines additional Unicode subsets for use by input methods.
",Class
20203,java.awt.im.InputSubset,"public final class InputSubset
extends Character.Subset","
An InputMethodHighlight is used to describe the highlight
 attributes of text being composed.
",Class
20204,java.awt.im.InputMethodHighlight,"public class InputMethodHighlight
extends Object","
This class uses an affine transform to perform a linear mapping from
 2D coordinates in the source image or Raster to 2D coordinates
 in the destination image or Raster.
",Class
20205,java.awt.im.spi.InputContext,"public class AffineTransformOp
extends Object
implements BufferedImageOp, RasterOp","
This class performs an arbitrary linear combination of the bands
 in a Raster, using a specified matrix.
",Class
20206,java.awt.im.spi.InputSubset,"public class BandCombineOp
extends Object
implements RasterOp","
The BufferedImage subclass describes an Image with an accessible buffer of image data.
",Class
20207,java.awt.im.spi.InputMethodHighlight,"public class BufferedImage
extends Image
implements WritableRenderedImage, Transparency","
The BufferStrategy class represents the mechanism with which
 to organize complex memory on a particular Canvas or
 Window.
",Class
20208,java.awt.image.AffineTransformOp,"public abstract class BufferStrategy
extends Object","
This class performs a pixel-by-pixel color conversion of the data in
 the source image.
",Class
20209,java.awt.image.BandCombineOp,"public class ColorConvertOp
extends Object
implements BufferedImageOp, RasterOp","
A ColorModel class that works with pixel values that
 represent color and alpha information as separate samples and that
 store each sample in a separate data element.
",Class
20210,java.awt.image.BufferedImage,"public class ComponentColorModel
extends ColorModel","
This class implements a convolution from the source
 to the destination.
",Class
